DATE,VALUE
1971-11-03,5.0226
1971-11-04,5.0245
1971-11-05,5.0196
1971-11-08,5.0220
1971-11-09,5.0207
1971-11-10,5.0207
1971-11-11,5.0203
1971-11-12,5.0136
1971-11-15,5.0136
1971-11-16,5.0094
1971-11-17,5.0074
1971-11-18,5.0088
1971-11-19,5.0044
1971-11-22,5.0010
1971-11-23,4.9897
1971-11-24,4.9775
1971-11-25,.
1971-11-26,4.9565
1971-11-29,4.9427
1971-11-30,4.9570
1971-12-01,4.9346
1971-12-02,4.9260
1971-12-03,4.9257
1971-12-06,4.9128
1971-12-07,4.8888
1971-12-08,4.8900
1971-12-09,4.8959
1971-12-10,4.8972
1971-12-13,4.8969
1971-12-14,4.8968
1971-12-15,4.8924
1971-12-16,4.8909
1971-12-17,4.8924
1971-12-20,.
1971-12-21,4.8715
1971-12-22,4.8729
1971-12-23,4.8796
1971-12-24,4.8742
1971-12-27,4.8890
1971-12-28,4.8896
1971-12-29,4.9019
1971-12-30,4.8838
1971-12-31,4.8631
1972-01-03,4.8544
1972-01-04,4.8550
1972-01-05,4.8520
1972-01-06,4.8514
1972-01-07,4.8479
1972-01-10,4.8298
1972-01-11,4.8353
1972-01-12,4.8309
1972-01-13,4.8286
1972-01-14,4.8216
1972-01-17,4.8135
1972-01-18,4.8144
1972-01-19,4.8077
1972-01-20,4.8077
1972-01-21,4.8077
1972-01-24,4.8060
1972-01-25,4.8065
1972-01-26,4.8077
1972-01-27,4.8088
1972-01-28,4.8077
1972-01-31,4.8054
1972-02-01,4.8077
1972-02-02,4.7985
1972-02-03,4.7973
1972-02-04,4.8054
1972-02-07,4.8019
1972-02-08,4.7973
1972-02-09,4.7962
1972-02-10,4.7939
1972-02-11,4.7962
1972-02-14,4.8031
1972-02-15,4.8031
1972-02-16,4.7985
1972-02-17,4.7778
1972-02-18,4.7755
1972-02-21,.
1972-02-22,4.7847
1972-02-23,4.7847
1972-02-24,4.7881
1972-02-25,4.7927
1972-02-28,4.7927
1972-02-29,4.7927
1972-03-01,4.7870
1972-03-02,4.7847
1972-03-03,4.7801
1972-03-06,4.7755
1972-03-07,4.7653
1972-03-08,4.7596
1972-03-09,4.7326
1972-03-10,4.7506
1972-03-13,4.7438
1972-03-14,4.7574
1972-03-15,4.7687
1972-03-16,4.7664
1972-03-17,4.7790
1972-03-20,4.7893
1972-03-21,4.7733
1972-03-22,4.7687
1972-03-23,4.7870
1972-03-24,4.7927
1972-03-27,4.7881
1972-03-28,4.7778
1972-03-29,4.7687
1972-03-30,4.7790
1972-03-31,4.7801
1972-04-03,4.7801
1972-04-04,4.7778
1972-04-05,4.7824
1972-04-06,4.7824
1972-04-07,4.7847
1972-04-10,4.7841
1972-04-11,4.7801
1972-04-12,4.7793
1972-04-13,4.7824
1972-04-14,4.7835
1972-04-17,4.7847
1972-04-18,4.7910
1972-04-19,4.7939
1972-04-20,4.7847
1972-04-21,4.7870
1972-04-24,4.7870
1972-04-25,4.7813
1972-04-26,4.7824
1972-04-27,4.7778
1972-04-28,4.7755
1972-05-01,4.7744
1972-05-02,4.7733
1972-05-03,4.7721
1972-05-04,4.7676
1972-05-05,4.7676
1972-05-08,4.7664
1972-05-09,4.7596
1972-05-10,4.7506
1972-05-11,4.7529
1972-05-12,4.7540
1972-05-15,4.7540
1972-05-16,4.7574
1972-05-17,4.7529
1972-05-18,4.7506
1972-05-19,4.7506
1972-05-22,4.7483
1972-05-23,4.7483
1972-05-24,4.7377
1972-05-25,4.7472
1972-05-26,4.7461
1972-05-29,.
1972-05-30,4.7360
1972-05-31,4.7337
1972-06-01,4.7360
1972-06-02,4.7360
1972-06-05,4.7427
1972-06-06,4.7461
1972-06-07,4.7427
1972-06-08,4.7393
1972-06-09,4.7388
1972-06-12,4.7393
1972-06-13,4.7405
1972-06-14,4.7393
1972-06-15,4.7293
1972-06-16,4.7326
1972-06-19,4.7304
1972-06-20,4.7371
1972-06-21,4.7438
1972-06-22,4.7664
1972-06-23,4.7619
1972-06-26,4.7619
1972-06-27,4.7483
1972-06-28,4.7281
1972-06-29,4.7148
1972-06-30,4.7059
1972-07-03,4.7103
1972-07-04,.
1972-07-05,4.7483
1972-07-06,4.7393
1972-07-07,4.7427
1972-07-10,4.7371
1972-07-11,4.7382
1972-07-12,4.7371
1972-07-13,4.7309
1972-07-14,4.7226
1972-07-17,4.7259
1972-07-18,4.7281
1972-07-19,4.7259
1972-07-20,4.7237
1972-07-21,4.7248
1972-07-24,4.7326
1972-07-25,4.7382
1972-07-26,4.7382
1972-07-27,4.7304
1972-07-28,4.7304
1972-07-31,4.7281
1972-08-01,4.7248
1972-08-02,4.7259
1972-08-03,4.7270
1972-08-04,4.7259
1972-08-07,4.7259
1972-08-08,4.7237
1972-08-09,4.7248
1972-08-10,4.7259
1972-08-11,4.7248
1972-08-14,4.7237
1972-08-15,4.7237
1972-08-16,4.7270
1972-08-17,4.7293
1972-08-18,4.7276
1972-08-21,4.7298
1972-08-22,4.7253
1972-08-23,4.7242
1972-08-24,4.7259
1972-08-25,4.7270
1972-08-28,4.7270
1972-08-29,4.7270
1972-08-30,4.7231
1972-08-31,4.7248
1972-09-01,4.7270
1972-09-04,.
1972-09-05,4.7293
1972-09-06,4.7270
1972-09-07,4.7293
1972-09-08,4.7281
1972-09-11,4.7304
1972-09-12,4.7293
1972-09-13,4.7287
1972-09-14,4.7259
1972-09-15,4.7253
1972-09-18,4.7248
1972-09-19,4.7259
1972-09-20,4.7259
1972-09-21,4.7265
1972-09-22,4.7270
1972-09-25,4.7270
1972-09-26,4.7281
1972-09-27,4.7298
1972-09-28,4.7427
1972-09-29,4.7450
1972-10-02,4.7405
1972-10-03,4.7393
1972-10-04,4.7354
1972-10-05,4.7326
1972-10-06,4.7371
1972-10-09,.
1972-10-10,4.7405
1972-10-11,4.7405
1972-10-12,4.7427
1972-10-13,4.7438
1972-10-16,4.7551
1972-10-17,4.7529
1972-10-18,4.7483
1972-10-19,4.7416
1972-10-20,4.7438
1972-10-23,.
1972-10-24,4.7506
1972-10-25,4.7483
1972-10-26,4.7472
1972-10-27,4.7483
1972-10-30,4.7472
1972-10-31,4.7483
1972-11-01,4.7495
1972-11-02,4.7495
1972-11-03,4.7483
1972-11-06,4.7483
1972-11-07,.
1972-11-08,4.7478
1972-11-09,4.7483
1972-11-10,4.7461
1972-11-13,4.7444
1972-11-14,4.7438
1972-11-15,4.7427
1972-11-16,4.7438
1972-11-17,4.7427
1972-11-20,4.7433
1972-11-21,4.7427
1972-11-22,4.7438
1972-11-23,.
1972-11-24,4.7427
1972-11-27,4.7438
1972-11-28,4.7438
1972-11-29,4.7416
1972-11-30,4.7393
1972-12-01,4.7438
1972-12-04,4.7461
1972-12-05,4.7461
1972-12-06,4.7438
1972-12-07,4.7461
1972-12-08,4.7455
1972-12-11,4.7419
1972-12-12,4.7450
1972-12-13,4.7450
1972-12-14,4.7450
1972-12-15,4.7450
1972-12-18,4.7438
1972-12-19,4.7438
1972-12-20,4.7427
1972-12-21,4.7416
1972-12-22,4.7416
1972-12-25,.
1972-12-26,4.7416
1972-12-27,4.7410
1972-12-28,4.7427
1972-12-29,4.7438
1973-01-01,.
1973-01-02,4.7438
1973-01-03,4.7438
1973-01-04,4.7438
1973-01-05,4.7433
1973-01-08,4.7478
1973-01-09,4.7486
1973-01-10,4.7461
1973-01-11,4.7466
1973-01-12,4.7461
1973-01-15,4.7478
1973-01-16,4.7495
1973-01-17,4.7472
1973-01-18,4.7472
1973-01-19,4.7483
1973-01-22,4.7461
1973-01-23,4.7438
1973-01-24,4.7438
1973-01-25,4.7388
1973-01-26,4.7393
1973-01-29,4.7281
1973-01-30,4.7081
1973-01-31,4.7070
1973-02-01,4.6992
1973-02-02,4.7059
1973-02-05,4.7081
1973-02-06,4.7059
1973-02-07,4.7037
1973-02-08,4.7053
1973-02-09,4.7037
1973-02-12,.
1973-02-13,4.5455
1973-02-14,4.5045
1973-02-15,4.5147
1973-02-16,4.2772
1973-02-19,.
1973-02-20,4.5106
1973-02-21,4.5045
1973-02-22,4.5055
1973-02-23,4.4583
1973-02-26,4.4583
1973-02-27,4.4583
1973-02-28,4.4543
1973-03-01,4.4385
1973-03-02,4.2735
1973-03-05,4.3668
1973-03-06,4.3860
1973-03-07,4.3573
1973-03-08,4.3103
1973-03-09,4.3384
1973-03-12,4.3898
1973-03-13,4.4248
1973-03-14,4.4563
1973-03-15,4.4209
1973-03-16,4.4346
1973-03-19,4.4743
1973-03-20,4.4783
1973-03-21,4.4843
1973-03-22,4.4803
1973-03-23,4.4863
1973-03-26,4.4823
1973-03-27,4.4823
1973-03-28,4.4924
1973-03-29,4.4939
1973-03-30,4.4944
1973-04-02,4.5203
1973-04-03,4.5285
1973-04-04,4.4863
1973-04-05,4.4863
1973-04-06,4.4984
1973-04-09,4.5045
1973-04-10,4.5188
1973-04-11,4.5086
1973-04-12,4.5045
1973-04-13,4.5045
1973-04-16,4.5167
1973-04-17,4.5106
1973-04-18,4.5055
1973-04-19,4.5167
1973-04-20,4.5147
1973-04-23,4.5147
1973-04-24,4.5239
1973-04-25,4.5249
1973-04-26,4.5208
1973-04-27,4.5269
1973-04-30,4.5249
1973-05-01,4.5208
1973-05-02,4.5208
1973-05-03,4.5249
1973-05-04,4.5249
1973-05-07,4.5249
1973-05-08,4.5249
1973-05-09,4.5126
1973-05-10,4.5137
1973-05-11,4.5137
1973-05-14,4.4623
1973-05-15,4.3898
1973-05-16,4.4170
1973-05-17,4.4189
1973-05-18,4.4033
1973-05-21,4.3535
1973-05-22,4.3516
1973-05-23,4.3649
1973-05-24,4.3668
1973-05-25,4.3821
1973-05-28,.
1973-05-29,4.3440
1973-05-30,4.3085
1973-05-31,4.2772
1973-06-01,4.2753
1973-06-04,4.1929
1973-06-05,4.1964
1973-06-06,4.2808
1973-06-07,4.2827
1973-06-08,4.2589
1973-06-11,4.2535
1973-06-12,4.2499
1973-06-13,4.2735
1973-06-14,4.2517
1973-06-15,4.2283
1973-06-18,4.2017
1973-06-19,4.2283
1973-06-20,4.2159
1973-06-21,4.2141
1973-06-22,4.1946
1973-06-25,4.1964
1973-06-26,4.1858
1973-06-27,4.1408
1973-06-28,4.0750
1973-06-29,4.0568
1973-07-02,4.0209
1973-07-03,4.0241
1973-07-04,.
1973-07-05,4.0161
1973-07-06,3.9683
1973-07-09,3.9761
1973-07-10,4.0816
1973-07-11,4.1408
1973-07-12,4.1152
1973-07-13,4.1254
1973-07-16,4.0816
1973-07-17,4.0486
1973-07-18,4.0161
1973-07-19,4.0683
1973-07-20,4.0453
1973-07-23,4.0306
1973-07-24,4.0323
1973-07-25,4.0225
1973-07-26,4.0000
1973-07-27,4.0128
1973-07-30,4.0453
1973-07-31,4.0486
1973-08-01,4.0290
1973-08-02,4.0519
1973-08-03,4.0486
1973-08-06,4.0634
1973-08-07,4.0733
1973-08-08,4.0700
1973-08-09,4.1220
1973-08-10,4.1459
1973-08-13,4.1288
1973-08-14,4.1946
1973-08-15,4.2052
1973-08-16,4.2301
1973-08-17,4.2017
1973-08-20,4.1408
1973-08-21,4.1824
1973-08-22,4.1982
1973-08-23,4.2194
1973-08-24,4.1982
1973-08-27,4.2194
1973-08-28,4.2230
1973-08-29,4.1999
1973-08-30,4.2176
1973-08-31,4.2176
1973-09-03,.
1973-09-04,4.2248
1973-09-05,4.2017
1973-09-06,4.2070
1973-09-07,4.2159
1973-09-10,4.2105
1973-09-11,4.2212
1973-09-12,4.2194
1973-09-13,4.2355
1973-09-14,4.2301
1973-09-17,4.1982
1973-09-18,4.1911
1973-09-19,4.2070
1973-09-20,4.1754
1973-09-21,4.2034
1973-09-24,4.1999
1973-09-25,4.1929
1973-09-26,4.1964
1973-09-27,4.2017
1973-09-28,4.2052
1973-10-01,4.2052
1973-10-02,4.2070
1973-10-03,4.2105
1973-10-04,4.2123
1973-10-05,4.2176
1973-10-08,.
1973-10-09,4.1999
1973-10-10,4.1911
1973-10-11,4.1667
1973-10-12,4.1667
1973-10-15,4.1841
1973-10-16,4.1701
1973-10-17,4.1511
1973-10-18,4.1528
1973-10-19,4.1580
1973-10-22,.
1973-10-23,4.1102
1973-10-24,4.1254
1973-10-25,4.1356
1973-10-26,4.1789
1973-10-29,4.1964
1973-10-30,4.1964
1973-10-31,4.1789
1973-11-01,4.1911
1973-11-02,4.1824
1973-11-05,4.2123
1973-11-06,.
1973-11-07,4.2717
1973-11-08,4.2992
1973-11-09,4.3290
1973-11-12,4.3975
1973-11-13,4.3783
1973-11-14,4.3011
1973-11-15,4.3365
1973-11-16,4.3290
1973-11-19,4.3478
1973-11-20,4.3554
1973-11-21,4.3860
1973-11-22,.
1973-11-23,4.4683
1973-11-26,4.4444
1973-11-27,4.4111
1973-11-28,4.4267
1973-11-29,4.4248
1973-11-30,4.4248
1973-12-03,4.4623
1973-12-04,4.5167
1973-12-05,4.4924
1973-12-06,4.4863
1973-12-07,4.5045
1973-12-10,4.5249
1973-12-11,4.5208
1973-12-12,4.5228
1973-12-13,4.5228
1973-12-14,4.5393
1973-12-17,4.5704
1973-12-18,4.5725
1973-12-19,4.5851
1973-12-20,4.5725
1973-12-21,4.5537
1973-12-24,4.5496
1973-12-25,.
1973-12-26,4.5767
1973-12-27,4.5746
1973-12-28,4.5767
1973-12-31,4.5809
1974-01-01,.
1974-01-02,4.6816
1974-01-03,4.7059
1974-01-04,4.7037
1974-01-07,4.8403
1974-01-08,4.8450
1974-01-09,4.7962
1974-01-10,4.7801
1974-01-11,4.9769
1974-01-14,4.8309
1974-01-15,4.8614
1974-01-16,4.8031
1974-01-17,4.8193
1974-01-18,4.8216
1974-01-21,4.8733
1974-01-22,4.8497
1974-01-23,4.8709
1974-01-24,4.8309
1974-01-25,4.8473
1974-01-28,4.8008
1974-01-29,4.8123
1974-01-30,4.7962
1974-01-31,4.7393
1974-02-01,4.7506
1974-02-04,4.7037
1974-02-05,4.7281
1974-02-06,4.7461
1974-02-07,4.7506
1974-02-08,4.7281
1974-02-11,4.7281
1974-02-12,.
1974-02-13,4.6729
1974-02-14,4.6555
1974-02-15,4.6620
1974-02-18,.
1974-02-19,4.6555
1974-02-20,4.6425
1974-02-21,4.6339
1974-02-22,4.5998
1974-02-25,4.6577
1974-02-26,4.6275
1974-02-27,4.6512
1974-02-28,4.6339
1974-03-01,4.6577
1974-03-04,4.6533
1974-03-05,4.6232
1974-03-06,4.6296
1974-03-07,4.6425
1974-03-08,4.6382
1974-03-11,4.6232
1974-03-12,4.6211
1974-03-13,4.6147
1974-03-14,4.6382
1974-03-15,4.6253
1974-03-18,4.6168
1974-03-19,4.6019
1974-03-20,4.5517
1974-03-21,4.4743
1974-03-22,4.4944
1974-03-25,4.4287
1974-03-26,4.4385
1974-03-27,4.4683
1974-03-28,4.3937
1974-03-29,4.4248
1974-04-01,4.4346
1974-04-02,4.4053
1974-04-03,4.4326
1974-04-04,4.4484
1974-04-05,4.4464
1974-04-08,4.4346
1974-04-09,4.4743
1974-04-10,4.4603
1974-04-11,4.4444
1974-04-12,4.4444
1974-04-15,4.4405
1974-04-16,4.4425
1974-04-17,4.4209
1974-04-18,4.4072
1974-04-19,4.4072
1974-04-22,4.3956
1974-04-23,4.3346
1974-04-24,4.3328
1974-04-25,4.3440
1974-04-26,4.3141
1974-04-29,4.2662
1974-04-30,4.2772
1974-05-01,4.2790
1974-05-02,4.2992
1974-05-03,4.2974
1974-05-06,4.2553
1974-05-07,4.2790
1974-05-08,4.2337
1974-05-09,4.2301
1974-05-10,4.2409
1974-05-13,4.1858
1974-05-14,4.1858
1974-05-15,4.2882
1974-05-16,4.2735
1974-05-17,4.2699
1974-05-20,4.2937
1974-05-21,4.2735
1974-05-22,4.2680
1974-05-23,4.2553
1974-05-24,4.2680
1974-05-27,.
1974-05-28,4.3253
1974-05-29,4.3860
1974-05-30,4.3611
1974-05-31,4.3290
1974-06-03,4.3066
1974-06-04,4.3459
1974-06-05,4.3478
1974-06-06,4.3309
1974-06-07,4.3422
1974-06-10,4.3649
1974-06-11,4.3592
1974-06-12,4.3725
1974-06-13,4.3611
1974-06-14,4.3668
1974-06-17,4.3783
1974-06-18,4.3860
1974-06-19,4.3649
1974-06-20,4.3649
1974-06-21,4.3879
1974-06-24,4.4170
1974-06-25,4.3860
1974-06-26,4.4150
1974-06-27,4.3956
1974-06-28,4.4053
1974-07-01,4.4053
1974-07-02,4.3860
1974-07-03,4.3725
1974-07-04,.
1974-07-05,4.3995
1974-07-08,4.3975
1974-07-09,4.4033
1974-07-10,4.4014
1974-07-11,4.4033
1974-07-12,4.3898
1974-07-15,4.3725
1974-07-16,4.3725
1974-07-17,4.3687
1974-07-18,4.3668
1974-07-19,4.3745
1974-07-22,4.3687
1974-07-23,4.3535
1974-07-24,4.2955
1974-07-25,4.3440
1974-07-26,4.3611
1974-07-29,4.3668
1974-07-30,4.3668
1974-07-31,4.3687
1974-08-01,4.3764
1974-08-02,4.3764
1974-08-05,4.3725
1974-08-06,4.3630
1974-08-07,4.3764
1974-08-08,4.3956
1974-08-09,4.3860
1974-08-12,4.3917
1974-08-13,4.4092
1974-08-14,4.4131
1974-08-15,4.4189
1974-08-16,4.4287
1974-08-19,4.4524
1974-08-20,4.4524
1974-08-21,4.4543
1974-08-22,4.4643
1974-08-23,4.4623
1974-08-26,4.4464
1974-08-27,4.4803
1974-08-28,4.4803
1974-08-29,4.4843
1974-08-30,4.4803
1974-09-02,.
1974-09-03,4.4863
1974-09-04,4.4863
1974-09-05,4.5005
1974-09-06,4.4863
1974-09-09,4.4984
1974-09-10,4.4883
1974-09-11,4.4903
1974-09-12,4.4924
1974-09-13,4.4823
1974-09-16,4.4763
1974-09-17,4.4643
1974-09-18,4.4583
1974-09-19,4.4663
1974-09-20,4.4723
1974-09-23,4.4643
1974-09-24,4.4643
1974-09-25,4.4723
1974-09-26,4.4723
1974-09-27,4.4703
1974-09-30,4.4643
1974-10-01,4.4464
1974-10-02,4.4484
1974-10-03,4.4267
1974-10-04,4.3975
1974-10-07,4.4014
1974-10-08,4.4014
1974-10-09,4.3783
1974-10-10,4.4092
1974-10-11,4.4111
1974-10-14,.
1974-10-15,4.3937
1974-10-16,4.3764
1974-10-17,4.3745
1974-10-18,4.3783
1974-10-21,4.3937
1974-10-22,4.3956
1974-10-23,4.3725
1974-10-24,4.3745
1974-10-25,4.3764
1974-10-28,4.3821
1974-10-29,4.3725
1974-10-30,4.3821
1974-10-31,4.3821
1974-11-01,4.3706
1974-11-04,4.3573
1974-11-05,.
1974-11-06,4.3478
1974-11-07,4.3422
1974-11-08,4.3535
1974-11-11,.
1974-11-12,4.3478
1974-11-13,4.3554
1974-11-14,4.3234
1974-11-15,4.3103
1974-11-18,4.2248
1974-11-19,4.2808
1974-11-20,4.3197
1974-11-21,4.3478
1974-11-22,4.3011
1974-11-25,4.2790
1974-11-26,4.2662
1974-11-27,4.2845
1974-11-28,.
1974-11-29,4.2644
1974-12-02,4.2882
1974-12-03,4.2680
1974-12-04,4.2499
1974-12-05,4.2499
1974-12-06,4.2608
1974-12-09,4.2355
1974-12-10,4.2159
1974-12-11,4.2176
1974-12-12,4.2105
1974-12-13,4.2088
1974-12-16,4.2052
1974-12-17,4.1494
1974-12-18,4.1597
1974-12-19,4.1719
1974-12-20,4.1563
1974-12-23,4.1442
1974-12-24,4.1356
1974-12-25,.
1974-12-26,4.1322
1974-12-27,4.0984
1974-12-30,4.0617
1974-12-31,4.0766
1975-01-01,.
1975-01-02,4.1000
1975-01-03,4.0650
1975-01-06,4.0128
1975-01-07,4.0355
1975-01-08,4.0667
1975-01-09,4.0601
1975-01-10,4.0617
1975-01-13,4.0650
1975-01-14,4.1017
1975-01-15,4.0883
1975-01-16,4.0700
1975-01-17,4.0684
1975-01-20,4.0469
1975-01-21,4.0388
1975-01-22,4.0486
1975-01-23,4.0145
1975-01-24,4.0000
1975-01-27,3.9386
1975-01-28,3.9698
1975-01-29,4.0161
1975-01-30,4.0161
1975-01-31,4.0145
1975-02-03,3.9936
1975-02-04,4.0601
1975-02-05,4.0650
1975-02-06,4.0502
1975-02-07,4.0323
1975-02-10,4.0096
1975-02-11,4.0080
1975-02-12,.
1975-02-13,3.9920
1975-02-14,3.9793
1975-02-17,.
1975-02-18,3.9698
1975-02-19,3.9714
1975-02-20,3.9479
1975-02-21,3.9463
1975-02-24,3.9185
1975-02-25,3.9185
1975-02-26,3.9185
1975-02-27,3.9047
1975-02-28,3.8986
1975-03-03,3.8670
1975-03-04,3.8895
1975-03-05,3.9032
1975-03-06,3.8971
1975-03-07,3.9324
1975-03-10,3.9526
1975-03-11,3.9200
1975-03-12,3.9370
1975-03-13,3.9448
1975-03-14,3.9526
1975-03-17,3.9324
1975-03-18,3.9139
1975-03-19,3.9002
1975-03-20,3.9246
1975-03-21,3.9246
1975-03-24,3.9308
1975-03-25,3.9277
1975-03-26,3.9339
1975-03-27,3.9510
1975-03-28,3.9494
1975-03-31,3.9308
1975-04-01,3.9448
1975-04-02,3.9231
1975-04-03,3.9463
1975-04-04,3.9463
1975-04-07,3.9667
1975-04-08,3.9651
1975-04-09,3.9604
1975-04-10,4.0000
1975-04-11,3.9841
1975-04-14,4.0112
1975-04-15,3.9984
1975-04-16,3.9857
1975-04-17,3.9857
1975-04-18,3.9777
1975-04-21,3.9841
1975-04-22,3.9841
1975-04-23,3.9573
1975-04-24,3.9620
1975-04-25,3.9841
1975-04-28,3.9952
1975-04-29,3.9746
1975-04-30,3.9698
1975-05-01,3.9698
1975-05-02,3.9841
1975-05-05,3.9620
1975-05-06,3.9604
1975-05-07,3.9510
1975-05-08,3.9216
1975-05-09,3.9370
1975-05-12,3.9339
1975-05-13,3.9170
1975-05-14,3.9170
1975-05-15,3.9401
1975-05-16,3.9401
1975-05-19,3.9246
1975-05-20,3.9370
1975-05-21,3.9185
1975-05-22,3.9063
1975-05-23,3.9170
1975-05-26,.
1975-05-27,3.9124
1975-05-28,3.9093
1975-05-29,3.9154
1975-05-30,3.9324
1975-06-02,3.9277
1975-06-03,3.9093
1975-06-04,3.9154
1975-06-05,3.9185
1975-06-06,3.9154
1975-06-09,3.9355
1975-06-10,3.9216
1975-06-11,3.9093
1975-06-12,3.9017
1975-06-13,3.9063
1975-06-16,3.9032
1975-06-17,3.8941
1975-06-18,3.9108
1975-06-19,3.9216
1975-06-20,3.9093
1975-06-23,3.9231
1975-06-24,3.9231
1975-06-25,3.9170
1975-06-26,3.9216
1975-06-27,3.9293
1975-06-30,3.9355
1975-07-01,3.9479
1975-07-02,3.9841
1975-07-03,3.9984
1975-07-04,.
1975-07-07,4.0145
1975-07-08,4.0112
